MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,PoolArea,SaleCondition,SalePrice
120,FV,3316,Pave,IR1,Lvl,AllPub,Somerst,1Story,8,5,2005,2005,Gable,CompShg,Gd,PConc,1247,GasA,Ex,Y,SBrkr,1247,0,1,1,0,Normal,197000
90,RL,8544,Pave,Reg,Lvl,AllPub,NAmes,1Story,3,4,1950,1950,Gable,CompShg,TA,Slab,0,Wall,Fa,N,FuseA,1040,0,2,2,0,Normal,92900
160,FV,2160,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,1999,2000,Gable,CompShg,Gd,PConc,600,GasA,Ex,Y,SBrkr,624,628,2,1,0,Normal,160000
50,RL,8400,Pave,Reg,Bnk,AllPub,SWISU,1.5Fin,6,5,1925,1950,Gable,CompShg,TA,PConc,1181,GasA,Fa,Y,SBrkr,1390,304,4,1,0,Normal,136500
20,RL,9230,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,8,1965,1998,Hip,CompShg,TA,CBlock,864,GasA,Gd,Y,SBrkr,1200,0,1,1,0,Normal,146000
20,RL,5868,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1956,2000,Gable,CompShg,TA,CBlock,936,GasA,Ex,Y,SBrkr,936,0,2,1,0,Normal,129000
20,RL,9317,Pave,IR1,Lvl,AllPub,CollgCr,1Story,6,5,2006,2006,Gable,CompShg,Gd,PConc,1314,GasA,Gd,Y,SBrkr,1314,0,3,1,0,Normal,176432
70,RM,6882,Pave,Reg,Lvl,AllPub,IDOTRR,2Story,6,7,1914,2006,Gable,CompShg,TA,PConc,684,GasA,TA,Y,SBrkr,773,582,3,1,0,Normal,127000
120,RL,3696,Pave,Reg,Lvl,AllPub,StoneBr,1Story,8,5,1986,1986,Gable,CompShg,Gd,CBlock,1074,GasA,Ex,Y,SBrkr,1088,0,2,1,0,Normal,170000
50,RM,6000,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,4,6,1936,1950,Gable,CompShg,TA,BrkTil,672,GasA,TA,Y,SBrkr,757,567,3,1,0,Normal,128000
20,RL,11880,Pave,IR1,Lvl,AllPub,NWAmes,1Story,7,5,1978,1978,Gable,CompShg,TA,CBlock,1271,GasA,TA,Y,SBrkr,1601,0,3,1,0,Abnorml,157000
30,RL,8400,Pave,Reg,Bnk,AllPub,SWISU,1Story,2,5,1920,1950,Gable,CompShg,TA,CBlock,290,GasA,TA,N,FuseF,438,0,1,1,0,Normal,60000
20,RL,9758,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,5,1971,1971,Gable,CompShg,TA,CBlock,950,GasA,TA,Y,SBrkr,950,0,3,1,0,Normal,119500
20,RL,7000,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1960,2002,Gable,CompShg,TA,CBlock,1010,GasA,Ex,Y,SBrkr,1134,0,2,1,0,Family,135000
20,RL,8910,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1959,1959,Hip,CompShg,TA,CBlock,655,GasA,Ex,Y,SBrkr,1194,0,3,1,0,Normal,159500
160,RM,2016,Pave,Reg,Lvl,AllPub,BrDale,2Story,5,5,1970,1970,Gable,CompShg,TA,CBlock,630,GasA,TA,Y,SBrkr,630,672,3,1,0,Normal,106000
60,RL,12256,Pave,IR1,Lvl,AllPub,NoRidge,2Story,8,5,1994,1995,Gable,CompShg,Gd,PConc,1463,GasA,Ex,Y,SBrkr,1500,1122,3,1,0,Normal,325000
20,RL,10357,Pave,IR1,Lvl,AllPub,SawyerW,1Story,7,5,1990,1991,Hip,CompShg,Gd,PConc,910,GasA,Gd,Y,SBrkr,1442,0,3,1,0,Normal,179900
60,RL,23257,Pave,IR3,HLS,AllPub,Gilbert,2Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,868,GasA,Ex,Y,SBrkr,887,1134,3,1,0,Partial,274725
60,RL,8063,Pave,Reg,Lvl,AllPub,Gilbert,2Story,6,5,2000,2000,Gable,CompShg,TA,PConc,924,GasA,Ex,Y,SBrkr,948,742,3,1,0,Abnorml,181000
20,RL,11362,Pave,IR1,Lvl,AllPub,NridgHt,1Story,8,5,2004,2005,Gable,CompShg,Gd,PConc,1836,GasA,Ex,Y,SBrkr,1836,0,3,1,0,Normal,280000
60,RL,8000,Pave,Reg,Lvl,AllPub,Gilbert,2Story,6,5,1995,1996,Gable,CompShg,TA,PConc,773,GasA,Gd,Y,SBrkr,773,885,3,1,0,Normal,188000
60,RL,10480,Pave,Reg,Lvl,AllPub,NWAmes,2Story,7,6,1976,1976,Hip,CompShg,TA,CBlock,803,GasA,TA,Y,SBrkr,1098,866,4,1,0,Normal,205000
20,RL,7100,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,7,1957,1957,Gable,CompShg,TA,CBlock,816,GasA,TA,Y,FuseA,816,0,2,1,0,Normal,129900
20,RL,8923,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1953,2006,Gable,CompShg,TA,CBlock,1008,GasA,Gd,Y,SBrkr,1008,0,2,1,0,Normal,134500
20,RL,5400,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,7,1954,2000,Gable,CompShg,TA,CBlock,833,GasA,Ex,Y,SBrkr,833,0,2,1,0,Normal,117000
20,RL,12085,Pave,Reg,Lvl,AllPub,NridgHt,1Story,8,5,2007,2007,Hip,CompShg,Gd,PConc,1734,GasA,Ex,Y,SBrkr,1734,0,3,1,0,Partial,318000
80,RL,7750,Pave,Reg,Lvl,AllPub,Gilbert,SLvl,8,5,2002,2002,Hip,CompShg,Gd,PConc,408,GasA,Ex,Y,SBrkr,779,640,3,1,0,Normal,184100
20,RL,9764,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,7,1967,2003,Gable,CompShg,TA,CBlock,894,GasA,Ex,Y,SBrkr,894,0,3,1,0,Normal,130000
80,RL,13825,Pave,Reg,Lvl,AllPub,Sawyer,SLvl,5,6,1958,1987,Gable,CompShg,TA,CBlock,533,GasA,TA,Y,SBrkr,1021,580,3,1,0,Normal,140000
20,RL,7560,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,5,1959,1959,Gable,CompShg,TA,CBlock,1040,GasA,TA,Y,FuseA,1040,0,3,1,0,Normal,133700
30,RM,8263,Pave,Reg,Bnk,AllPub,IDOTRR,1Story,6,5,1920,1950,Gable,CompShg,TA,BrkTil,1012,GasA,TA,Y,FuseA,1012,0,2,1,0,Normal,118400
20,RL,10084,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2005,2006,Gable,CompShg,Gd,PConc,1552,GasA,Ex,Y,SBrkr,1552,0,3,1,0,Partial,212900
20,RL,8926,Pave,IR1,Lvl,AllPub,Edwards,1Story,4,3,1956,1956,Gable,CompShg,TA,CBlock,672,GasA,Ex,Y,FuseA,960,0,3,1,0,Abnorml,112000
20,RL,9405,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,9,1947,2008,Hip,CompShg,TA,CBlock,698,GasA,Ex,Y,SBrkr,698,0,2,1,0,Normal,118000
80,RL,9125,Pave,IR1,Lvl,AllPub,Gilbert,SLvl,7,5,1992,1992,Gable,CompShg,TA,PConc,384,GasA,Gd,Y,SBrkr,812,670,3,1,0,Normal,163900
20,RL,10434,Pave,Reg,Lvl,AllPub,NAmes,1Story,4,5,1955,1955,Gable,CompShg,TA,CBlock,1005,GasA,TA,Y,SBrkr,1005,0,2,1,0,Normal,115000
120,RL,3684,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,7,5,2007,2007,Hip,CompShg,Gd,PConc,1373,GasA,Ex,Y,SBrkr,1555,0,2,1,0,Normal,174000
20,RL,14572,Pave,IR3,Lvl,AllPub,Gilbert,1Story,7,5,2004,2004,Hip,CompShg,Gd,PConc,1530,GasA,Ex,Y,SBrkr,1530,0,3,1,0,Family,259000
60,RL,11796,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2004,2005,Gable,CompShg,Gd,PConc,847,GasA,Ex,Y,SBrkr,847,1112,4,1,0,Normal,215000
90,RM,7200,Pave,Reg,Lvl,AllPub,OldTown,SFoyer,5,5,1980,1980,Gable,CompShg,TA,CBlock,936,GasA,TA,Y,SBrkr,936,0,2,1,0,Normal,140000
50,RL,7804,Pave,Reg,Lvl,AllPub,SWISU,1.5Fin,4,3,1928,1950,Gable,CompShg,TA,BrkTil,1122,GasA,TA,Y,SBrkr,1328,653,4,1,0,Normal,135000
20,RL,10712,Pave,Reg,Lvl,AllPub,Mitchel,1Story,5,5,1991,1992,Gable,CompShg,TA,PConc,974,GasA,TA,Y,SBrkr,974,0,3,1,0,Abnorml,93500
70,RM,9900,Pave,Reg,Lvl,AllPub,OldTown,2Story,6,4,1880,1950,Gable,CompShg,TA,BrkTil,1008,GasW,TA,Y,SBrkr,1178,1032,5,1,0,Normal,117500
60,RL,9828,Pave,IR1,Lvl,AllPub,SawyerW,2Story,8,5,1995,1995,Gable,CompShg,Gd,PConc,1128,GasA,Ex,Y,SBrkr,1142,878,3,1,0,Normal,239500
60,RL,8773,Pave,IR1,HLS,AllPub,Gilbert,2Story,6,5,1997,1997,Gable,CompShg,TA,PConc,916,GasA,Gd,Y,SBrkr,916,684,3,1,0,Normal,169000
30,RM,6180,Pave,Reg,Lvl,AllPub,BrkSide,1Story,6,5,1926,1950,Gable,CompShg,TA,BrkTil,960,GasA,TA,N,SBrkr,986,0,2,1,0,Normal,102000
50,RL,9600,Pave,Reg,Lvl,AllPub,NAmes,1.5Fin,6,5,1950,1950,Gable,CompShg,TA,CBlock,1032,GasA,TA,Y,FuseA,1032,220,3,1,0,Abnorml,119000
50,RL,6342,Pave,Reg,Lvl,AllPub,Sawyer,1.5Fin,5,8,1875,1996,Gable,CompShg,TA,CBlock,780,GasA,Gd,N,SBrkr,780,240,2,1,0,Normal,94000
20,RL,9819,Pave,IR1,Lvl,AllPub,Mitchel,1Story,6,5,1977,1977,Gable,CompShg,TA,PConc,1567,GasA,TA,Y,SBrkr,1567,0,2,1,0,Normal,196000
30,RL,8731,Pave,IR1,Lvl,AllPub,BrkSide,1Story,5,5,1920,1950,Gable,CompShg,TA,BrkTil,915,GasA,TA,Y,SBrkr,1167,0,3,1,0,Normal,144000
20,RL,7350,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1951,1951,Gable,CompShg,TA,CBlock,952,GasA,TA,Y,SBrkr,952,0,2,1,0,Abnorml,139000
60,RL,10304,Pave,IR1,Lvl,AllPub,NWAmes,2Story,5,7,1976,1976,Gable,CompShg,TA,CBlock,780,GasA,Ex,Y,SBrkr,1088,780,4,1,0,Normal,197500
60,RL,9965,Pave,Reg,Lvl,AllPub,CollgCr,2Story,8,5,2006,2007,Hip,CompShg,Gd,PConc,1466,GasA,Ex,Y,SBrkr,1466,1362,4,1,0,Partial,424870
20,RL,9000,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,3,1959,1959,Gable,CompShg,TA,CBlock,1006,GasA,TA,Y,SBrkr,1006,0,3,1,0,Normal,80000
190,RL,12180,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,4,4,1941,1950,Gable,CompShg,TA,BrkTil,672,Grav,Fa,N,FuseA,672,252,2,1,0,Normal,80000
50,RM,6240,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,5,6,1928,1950,Gable,CompShg,TA,BrkTil,1042,GasA,Ex,Y,SBrkr,1042,534,3,1,0,Family,149000
20,RL,11200,Pave,Reg,Lvl,AllPub,SawyerW,1Story,6,5,1985,1985,Gable,CompShg,Gd,CBlock,1298,GasA,TA,Y,SBrkr,1298,0,3,1,0,Normal,180000
70,RL,12000,Pave,Reg,Bnk,AllPub,Crawfor,2Story,7,7,1941,1950,Gable,CompShg,TA,CBlock,704,GasA,Ex,Y,SBrkr,860,704,3,1,0,Normal,174500
50,RM,5700,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,7,7,1926,1950,Gable,CompShg,TA,PConc,572,GasA,TA,Y,SBrkr,572,539,2,1,0,Normal,116900
70,RM,9000,Pave,Reg,Lvl,AllPub,OldTown,2Story,7,9,1920,1988,Hip,CompShg,TA,PConc,650,GasA,Ex,Y,SBrkr,832,650,3,1,0,Normal,143000
20,RL,8280,Pave,IR1,Lvl,AllPub,NAmes,1Story,6,5,1950,1950,Gable,CompShg,TA,CBlock,932,GasA,Ex,Y,FuseA,932,0,2,1,0,Normal,124000
20,RL,17755,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,4,1959,1959,Gable,CompShg,TA,CBlock,1466,GasA,TA,Y,SBrkr,1466,0,3,1,0,Normal,149900
20,RL,14115,Pave,IR1,Lvl,AllPub,Crawfor,1Story,6,7,1956,2004,Gable,CompShg,TA,PConc,1073,GasA,Ex,Y,SBrkr,1811,0,2,1,0,Abnorml,230000
30,RM,5890,Pave,Reg,Lvl,AllPub,IDOTRR,1Story,6,8,1930,2007,Gable,CompShg,Gd,BrkTil,816,GasA,Ex,Y,SBrkr,816,0,2,1,0,Normal,120500
60,RL,13700,Pave,IR1,Lvl,AllPub,NAmes,2Story,7,6,1965,1988,Gable,CompShg,TA,CBlock,864,GasA,TA,Y,SBrkr,902,918,4,1,0,Normal,201800
20,RL,10768,Pave,IR1,Lvl,AllPub,Veenker,1Story,5,8,1976,2004,Gable,CompShg,Gd,CBlock,1437,GasA,TA,Y,SBrkr,1437,0,3,1,0,Normal,218000
80,RL,9350,Pave,Reg,Lvl,AllPub,NAmes,SLvl,5,8,1965,1999,Gable,CompShg,TA,PConc,1219,GasA,Gd,Y,SBrkr,1265,0,3,1,0,Normal,179900
120,RL,5001,Pave,IR1,Lvl,AllPub,NridgHt,1Story,7,5,2007,2008,Gable,CompShg,Gd,PConc,1314,GasA,Ex,Y,SBrkr,1314,0,2,1,0,Normal,230000
20,RL,11932,Pave,Reg,Lvl,AllPub,Somerst,1Story,8,5,2007,2008,Gable,CompShg,Gd,PConc,1580,GasA,Ex,Y,SBrkr,1580,0,3,1,0,Partial,235128
60,RL,9120,Pave,Reg,Lvl,AllPub,NWAmes,2Story,6,6,1974,1974,Hip,CompShg,Gd,CBlock,901,GasA,TA,Y,SBrkr,943,933,4,1,0,Normal,185000
160,RL,2280,Pave,Reg,Lvl,AllPub,NPkVill,2Story,6,5,1978,1978,Gable,CompShg,TA,CBlock,855,GasA,Fa,Y,SBrkr,855,601,3,1,0,Normal,146000
20,RL,14778,Pave,IR1,Low,AllPub,Crawfor,1Story,6,7,1954,2006,Hip,CompShg,Gd,CBlock,1296,GasA,Ex,Y,SBrkr,1640,0,3,1,0,Normal,224000
20,RL,8724,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,5,1968,1968,Gable,CompShg,TA,CBlock,894,GasA,Gd,Y,SBrkr,894,0,3,1,0,Normal,129000
90,RL,12900,Pave,Reg,Lvl,AllPub,Sawyer,SFoyer,4,4,1969,1969,Gable,CompShg,TA,CBlock,1198,GasA,TA,Y,SBrkr,1258,0,0,2,0,Alloca,108959
80,RL,16157,Pave,IR1,Lvl,AllPub,Veenker,SLvl,5,7,1978,1978,Gable,CompShg,TA,PConc,1360,GasA,Ex,Y,SBrkr,1432,0,2,1,0,Normal,194000
20,RL,9541,Pave,IR1,Lvl,AllPub,NridgHt,1Story,7,5,2009,2009,Gable,CompShg,Gd,PConc,1502,GasA,Ex,Y,SBrkr,1502,0,3,1,0,Partial,233170
20,RL,10475,Pave,IR1,Lvl,AllPub,CollgCr,1Story,8,5,2008,2008,Gable,CompShg,Gd,PConc,1694,GasA,Ex,Y,SBrkr,1694,0,3,1,0,Normal,245350
60,RL,10852,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,2000,2000,Gable,CompShg,TA,PConc,959,GasA,Ex,Y,SBrkr,959,712,3,1,0,Normal,173000
70,RL,13728,Pave,Reg,Lvl,AllPub,Edwards,2Story,6,7,1935,1986,Hip,CompShg,TA,CBlock,1127,GasA,Ex,Y,SBrkr,1236,872,4,1,0,Normal,235000
60,RL,35760,Pave,IR1,Lvl,AllPub,NoRidge,2Story,10,5,1995,1996,Hip,CompShg,Gd,PConc,1930,GasA,Ex,Y,SBrkr,1831,1796,4,1,0,Normal,625000
80,RL,9880,Pave,Reg,Lvl,AllPub,Mitchel,SLvl,6,6,1977,1977,Gable,CompShg,TA,CBlock,1096,GasA,TA,Y,SBrkr,1118,0,3,1,576,Normal,171000
20,RL,9120,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1958,1958,Hip,CompShg,TA,CBlock,1261,GasA,Ex,Y,SBrkr,1261,0,3,1,0,Normal,163000
160,FV,4017,Pave,IR1,Lvl,AllPub,Somerst,2Story,7,5,2006,2007,Gable,CompShg,Gd,PConc,625,GasA,Ex,Y,SBrkr,625,625,2,1,0,Normal,171900
50,RL,18030,Pave,IR1,Bnk,AllPub,ClearCr,1.5Fin,5,6,1946,1994,Gable,CompShg,TA,CBlock,1598,GasA,TA,Y,SBrkr,1636,971,3,1,0,Normal,200500
70,RL,16560,Pave,IR1,Lvl,AllPub,Crawfor,2Story,6,8,1932,1950,Gable,CompShg,TA,BrkTil,952,GasA,TA,Y,SBrkr,1170,1175,4,1,0,Normal,239000
50,RL,10678,Pave,Reg,Lvl,AllPub,NoRidge,1.5Fin,8,5,1992,2000,Hip,CompShg,Gd,PConc,1683,GasA,Ex,Y,SBrkr,2129,743,4,1,0,Normal,285000
20,RL,6951,Pave,IR1,Lvl,AllPub,Mitchel,1Story,5,5,1984,1985,Gable,CompShg,TA,CBlock,876,GasA,TA,Y,SBrkr,923,0,3,1,0,Normal,119500
50,RM,3950,Pave,Reg,Bnk,AllPub,OldTown,1.5Fin,6,8,1926,2004,Gable,CompShg,TA,CBlock,818,GasA,TA,Y,SBrkr,818,406,3,1,0,Normal,115000
50,RL,7681,Pave,IR1,Lvl,AllPub,Crawfor,1.5Fin,5,6,1921,1950,Gable,CompShg,TA,BrkTil,731,GasA,Ex,Y,SBrkr,820,523,3,1,0,Normal,154900
20,RL,8335,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,5,1954,1954,Gable,CompShg,TA,Slab,0,GasA,Gd,Y,SBrkr,1124,0,3,1,0,Normal,93000
60,RL,11170,Pave,IR2,Lvl,AllPub,Timber,2Story,7,5,1990,1991,Gable,CompShg,TA,Wood,1216,GasA,Ex,Y,SBrkr,1298,1216,4,1,0,Normal,250000
120,RM,5587,Pave,IR1,HLS,AllPub,Crawfor,1Story,8,5,2008,2008,Hip,CompShg,Ex,PConc,1600,GasA,Ex,Y,SBrkr,1652,0,2,1,0,Partial,392500
60,RL,15623,Pave,IR1,Lvl,AllPub,NoRidge,2Story,10,5,1996,1996,Hip,CompShg,Gd,PConc,2396,GasA,Ex,Y,SBrkr,2411,2065,4,1,555,Abnorml,745000
30,RL,10800,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,6,1920,1950,Hip,CompShg,TA,BrkTil,1120,GasA,Ex,Y,SBrkr,1130,0,2,1,0,Normal,120000
20,RL,35133,Grvl,Reg,Lvl,AllPub,Timber,1Story,5,4,1963,1963,Hip,CompShg,TA,CBlock,1572,GasA,Gd,Y,SBrkr,1572,0,3,1,0,Normal,186700
50,RL,9738,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,7,1924,1950,Gable,CompShg,TA,BrkTil,784,GasA,Gd,Y,SBrkr,949,272,4,1,0,Normal,104900
190,RL,10615,Pave,IR1,Bnk,AllPub,OldTown,2Story,3,5,1900,1970,Gable,CompShg,TA,CBlock,978,GasA,TA,Y,SBrkr,1014,685,3,2,0,Abnorml,95000
20,RL,12461,Pave,Reg,Lvl,AllPub,NoRidge,1Story,8,5,1994,1995,Gable,CompShg,Gd,PConc,1624,GasA,Ex,Y,SBrkr,1624,0,2,1,0,Normal,262000
60,RL,8935,Pave,IR1,Lvl,AllPub,CollgCr,2Story,7,5,2002,2002,Gable,CompShg,Gd,PConc,831,GasA,Ex,Y,SBrkr,831,829,3,1,0,Normal,195000
60,RL,7500,Pave,Reg,Lvl,AllPub,Gilbert,2Story,7,5,1999,1999,Gable,CompShg,TA,PConc,994,GasA,Gd,Y,SBrkr,1028,776,3,1,0,Normal,189000
190,RL,32463,Pave,Reg,Low,AllPub,Mitchel,1Story,4,4,1961,1975,Gable,CompShg,TA,CBlock,1249,GasA,Ex,Y,SBrkr,1622,0,3,1,0,Normal,168000
160,FV,2645,Pave,Reg,Lvl,AllPub,Somerst,2Story,8,5,1999,2000,Gable,CompShg,Gd,PConc,776,GasA,Ex,Y,SBrkr,764,677,2,1,0,Normal,174000
50,RM,9600,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,8,1925,1994,Gambrel,CompShg,TA,PConc,702,GasA,Gd,Y,SBrkr,842,630,3,1,0,Normal,125000
120,RM,4500,Pave,Reg,Lvl,AllPub,Mitchel,1Story,6,5,1999,1999,Hip,CompShg,TA,PConc,1224,GasA,Ex,Y,SBrkr,1224,0,2,1,0,Normal,165000
60,RL,9364,Pave,Reg,Lvl,AllPub,Sawyer,2Story,6,7,1969,1969,Gable,CompShg,TA,CBlock,663,GasA,TA,Y,SBrkr,663,689,4,1,0,Normal,158000
60,RL,8029,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,2005,2005,Gable,CompShg,TA,PConc,728,GasA,Ex,Y,SBrkr,728,728,3,1,0,Normal,176000
60,RL,14054,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,879,GasA,Ex,Y,SBrkr,879,984,4,1,0,Partial,219210
75,RM,8850,Pave,IR1,Bnk,AllPub,OldTown,2.5Unf,7,6,1916,1950,Gable,CompShg,TA,BrkTil,815,GasA,Ex,Y,SBrkr,815,875,3,1,0,Normal,144000
20,RL,9100,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2001,2001,Gable,CompShg,Gd,PConc,1212,GasA,Ex,Y,SBrkr,1212,0,3,1,0,Normal,178000
20,RL,11235,Pave,Reg,Lvl,AllPub,Sawyer,1Story,4,5,1963,1979,Gable,CompShg,TA,CBlock,1051,GasA,Gd,Y,SBrkr,1382,0,3,1,0,Normal,148000
20,RL,9353,Pave,Reg,Lvl,AllPub,NAmes,1Story,4,5,1970,1970,Gable,CompShg,TA,CBlock,864,GasA,Gd,Y,SBrkr,864,0,3,1,0,Abnorml,116050
60,RL,10400,Pave,Reg,Lvl,AllPub,CollgCr,2Story,7,5,1998,1998,Gable,CompShg,TA,PConc,866,GasA,Ex,Y,SBrkr,866,913,3,1,0,Normal,197900
50,RM,6000,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,5,8,1925,1997,Gable,CompShg,TA,BrkTil,884,GasA,Ex,Y,SBrkr,884,464,3,1,0,Normal,117000
20,RL,9750,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2000,2001,Gable,CompShg,Gd,PConc,1630,GasA,Ex,Y,SBrkr,1630,0,3,1,0,Normal,213000
20,RL,10140,Pave,Reg,Lvl,AllPub,NWAmes,1Story,5,6,1975,1975,Gable,CompShg,TA,CBlock,1056,GasA,Ex,Y,SBrkr,1074,0,3,1,0,Normal,153500
20,RL,14684,Pave,IR1,Lvl,AllPub,SawyerW,1Story,7,7,1990,1991,Hip,CompShg,Gd,CBlock,2158,GasA,Gd,Y,SBrkr,2196,0,3,1,0,Normal,271900
20,RH,8900,Pave,Reg,Lvl,AllPub,SawyerW,1Story,4,4,1966,1966,Gable,CompShg,TA,CBlock,1056,GasA,TA,Y,SBrkr,1056,0,2,1,0,Normal,107000
20,RL,9135,Pave,Reg,Lvl,AllPub,CollgCr,1Story,6,5,2003,2003,Gable,CompShg,Gd,PConc,1682,GasA,Ex,Y,SBrkr,1700,0,3,1,0,Normal,200000
20,RL,7763,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1962,1980,Gable,CompShg,TA,CBlock,931,GasA,TA,Y,SBrkr,1283,0,3,1,0,Normal,140000
20,RL,10182,Pave,IR1,Lvl,AllPub,Somerst,1Story,8,5,2006,2006,Hip,CompShg,Gd,PConc,1660,GasA,Ex,Y,SBrkr,1660,0,3,1,0,Partial,290000
60,RL,11218,Pave,Reg,Lvl,AllPub,SawyerW,2Story,6,5,1992,1992,Gable,CompShg,Gd,PConc,1055,GasA,Ex,Y,SBrkr,1055,790,3,1,0,Normal,189000
50,RL,12134,Pave,IR1,Bnk,AllPub,Gilbert,1.5Fin,8,7,1988,2005,Gable,CompShg,Gd,Wood,559,GasA,Gd,Y,SBrkr,1080,672,4,1,0,Normal,164000
30,RL,9340,Pave,Reg,Lvl,AllPub,Edwards,1Story,4,6,1941,1950,Hip,CompShg,TA,CBlock,672,GasA,TA,Y,SBrkr,672,0,2,1,0,Normal,113000
80,RL,10246,Pave,IR1,Lvl,AllPub,Sawyer,SLvl,4,9,1965,2001,Gable,CompShg,TA,CBlock,648,GasA,Ex,Y,SBrkr,960,0,0,1,0,Normal,145000
85,RL,10205,Pave,IR1,Lvl,AllPub,NAmes,SFoyer,5,5,1962,1962,Gable,CompShg,TA,CBlock,925,GasA,TA,Y,SBrkr,999,0,3,1,0,Normal,134500
20,RL,7094,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,5,1966,1966,Gable,CompShg,TA,CBlock,894,GasA,TA,Y,SBrkr,894,0,3,1,0,Normal,125000
90,RM,8930,Pave,Reg,Lvl,AllPub,Sawyer,1.5Fin,6,5,1978,1978,Gable,CompShg,TA,Slab,0,GasA,TA,Y,SBrkr,1318,584,4,2,0,Normal,112000
20,FV,8640,Pave,Reg,Lvl,AllPub,Somerst,1Story,8,5,2009,2009,Gable,CompShg,Gd,PConc,1300,GasA,Ex,Y,SBrkr,1314,0,3,1,0,Partial,229456
50,RM,6240,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,4,5,1947,1950,Gable,CompShg,TA,Slab,0,GasA,Gd,N,SBrkr,672,240,2,1,0,Normal,80500
160,RM,1680,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,5,1971,1971,Gable,CompShg,TA,CBlock,672,GasA,TA,Y,SBrkr,672,546,3,1,0,Abnorml,91500
20,RL,7800,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,5,1964,1964,Gable,CompShg,TA,CBlock,912,GasA,TA,Y,SBrkr,912,0,2,1,0,Abnorml,115000
20,RL,8250,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,5,1968,1968,Hip,CompShg,TA,CBlock,952,GasA,Ex,Y,SBrkr,1211,0,3,1,0,Normal,134000
50,RL,10496,Pave,Reg,Lvl,AllPub,NAmes,1.5Fin,6,6,1949,1950,Gable,CompShg,TA,CBlock,1040,GasA,Ex,Y,SBrkr,1168,678,3,1,0,Normal,143000
20,RL,10680,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,3,1951,1951,Hip,CompShg,TA,CBlock,2136,GasA,TA,N,FuseA,2136,0,4,1,0,Normal,137900
60,RL,15384,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2004,2005,Gable,CompShg,Gd,PConc,788,GasA,Ex,Y,SBrkr,788,702,3,1,0,Normal,184000
80,RL,10482,Pave,Reg,Lvl,AllPub,NAmes,SLvl,6,8,1958,1958,Hip,CompShg,TA,CBlock,588,GasA,Ex,Y,SBrkr,1138,0,3,1,0,Normal,145000
60,RL,14598,Pave,IR1,Lvl,AllPub,Somerst,2Story,6,5,2007,2007,Gable,CompShg,Gd,PConc,894,GasA,Ex,Y,SBrkr,894,1039,4,1,0,Normal,214000
